expression_id,operation_id,operation_ast,canonical_meaning_ja,must_preserve_ja,expression_ja,connective_expression_ja
expr-candidate-182ab2e6c6d32e23a966692bc3669d9e92cd12337801ffe5b2d112e0c0891d06,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを切り出す,ゼロを切り出して
expr-candidate-33a16307f8536dc576a824b661af4374c0da0881592400bf61133d535454db80,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを足す,kを足して
expr-candidate-88a66cdfd9d0a6d7a6c8bc210844338e639b9f1e3e82f322aa9ee7acaba2cdae,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを加える,kを加えて
expr-candidate-ba6b4201d3d8cd19555df8de113017d6d6c380de4f76a32ea925669979470e1a,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを追加する,kを追加して
expr-candidate-8fe941fad3a3f6387306a03ebf1ef8f86b2e93b44b426c32247f63fa401f764a,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを付加する,kを付加して
expr-candidate-61f37122ed907c4f75851d9b6820f3a795ba0e077b3f69c661d7162fd0ceaf59,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを加えて計算する,kを加えて計算して
expr-candidate-b709fecb81b685506fc32d5756d5666256c23c9d5ba148945914a3df6b0e5566,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを足して計算する,kを足して計算して
expr-candidate-d3260c0338c44a5c41a3971350ade16afcb841486cf7e413ef7448cbb25b788e,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを増やす,kを増して
expr-candidate-0aeaf9e8d4f9511efb5538043b36c4240932a12e8dee482b07a7bd3878795630,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを積算する,kを積算して
expr-candidate-30b28397e4caedf0f9ac710dc60ed4ef090eac3f14d8d6bab27fac135209e39e,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを加算する,kを加算して
expr-candidate-918e03f1dcb16264f1ed1e0ba15993badfdbadf821c14d5390291eabcc1da4ce,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを加えておく,kを加えておき
expr-candidate-da0f4e57d930dcbbd572330b8122f53ccc312102a986c6473820b8859ebe01a3,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,kを足しておく,kを足しておき
expr-candidate-11062f0cde5ccf3025c4a0cece17676d5deddd9663309a587088ffad7a56cbce,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,全ての数にkを加える,全ての数にkを加えて
expr-candidate-5223d931054b170b65e8d430ad13719baa07b2476beb44f49566c63af2ebf21c,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各数にkを加える,各数にkを加えて
expr-candidate-52993b7684f2d15491a1c725a1077f4efbe1c987e4e8d4e5eb0708cbaaa14dcb,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各要素にkを足す,各要素にkを足して
expr-candidate-583a67864334812473dc1a55fea36d38825c9438195480be339cfbc99d537833,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各要素にkをプラスする,各要素にkをプラスして
expr-candidate-8bb5bfec1c19528092127bc3a5639515cdac17708be3dd2b746ca199f11239f3,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各項目にkを足させる,各項目にkを足させて
expr-candidate-cd536258b9c7d9866670038219305613145fcc46d499f13ac3ad08f818127b39,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,全ての値にkを加える,全ての値にkを加えて
expr-candidate-d6c84eb6bbbc96a0f494c027468a571b6933fb90db3c481e4c999ac4cbda352e,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各データにkを加える,各データにkを加えて
expr-candidate-e9b77ac34a80ea48ea875845a4ed97271461dfe03dcdd981b0e4822d95162f9c,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各要素にkを加える,各要素にkを加えて
expr-candidate-f285858b9aaa7550af0c0124445b8cf3b8e2c1e5d2efc786fb7b690cdfcfbea5,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,すべての数字にkを足しておく,すべての数字にkを足しておき
expr-candidate-f965e598e879d3b053e0d290f2fee02c7f36605b6c64d78607bb544bc71bbe91,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,すべての項目にkを合わせる,すべての項目にkを合わせて
expr-candidate-52f1e1bfb39bc640a520fce0ded9669434755226d9182ee034a13524b5974b22,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各項目にkを加える,各項目にkを加えて
expr-candidate-6d6e5634e3b4a86e08264cdd4637c17f3ff7f79a769d2e6d721a9a8de02e252a,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,各数にkを足す,各数にkを足して
expr-candidate-ca26ddf23a60a44700fd6a73e9064fef6cac17665ae8559dcd69feee09302b0d,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,すべてのデータにkを加える,すべてのデータにkを加えて
expr-candidate-cd8500165bc2a82bdc5371f0d3f2a3856cdc54a63fe30f32793b284c223e4d94,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,すべての項目にkを加える,すべての項目にkを加えて
expr-candidate-fc8ad3cab3133a9698c94b22a1de83bf9ca46732a0f6fd1de231ea0bdf97fc79,atomic-000011,"{""map"":[""add_k""]}",各要素にkを加える,リストの全要素をx+kへ変換する。,すべての値にkを加える,すべての値にkを加えて
expr-candidate-08517bf023c63ce3bf0ebdb1beb5418d9cf9ae8c200042cecc5d88b1efaf451f,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各項目からkを引く,各項目からkを引き
expr-candidate-18bdebced888a14c821ca9db938d2c8938dcae5de1e5f4c495b10d264b9c52af,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各数値からkを引く,各数値からkを引き
expr-candidate-2d82fb33058ad54625597a8340ad4df7dcf35fa6b60538765da37a583a8c4469,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各要素からkを減らす,各要素からkを減らして
expr-candidate-e15c6510eb892f7d1a272b38eb823aa2cc2f891e6dccbdf2eedc10de58de9773,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各データからkを引く,各データからkを引き
expr-candidate-e49a1e6c9e2a6bad4ec030128222887819ac2d18eba33410e0aa4ea1c54554da,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,それぞれからkを引く,それぞれからkを引き
expr-candidate-fdbc9d17eb5a1d67d133f24ddb0dd54195afc9623d5822b9c2549b8df8239143,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各値からkを引く,各値からkを引き
expr-candidate-35f6de30fb329342fc6552c739b755bf591205826ae8d26d62a50da3421d8ba4,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各値をkで減らす,各値をkで減らして
expr-candidate-76e6922ecfe045663da0715097fa32540b9b09da41ef884fa42432ca48aaf9ea,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各要素からkを引く,各要素からkを引いて
expr-candidate-97d1552d1fba837f039ee290d05ccb91ffd3bb507ba7328d008df55c1869e013,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各項目をkで減らす,各項目をkで減らして
expr-candidate-de16fa05ef9930f0de6acc0a6b768c3d60be5b3c29f4b6c2513cbde5ff8f6726,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各データをkで引く,各データをkで引いて
expr-candidate-18766fb41783c52754ffbcee8b7f61ba91c7e4f93e8f97ffc5cfecd7c53cb847,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各データからkを減らす,各データからkを減らして
expr-candidate-64a734f83a0ee30156690ee5d9f8288a3efccdf68173268c7d51a20ad4f37449,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各数値からkをひく,各数値からkをひいて
expr-candidate-7c15e77066ed9103c2721c6547461c30d86e4538add1260857b7009076197c4e,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各要素からkをひく,各要素からkをひいて
expr-candidate-6b774b872ee727d192f083c28b39a4e0b422464d0faa3ef3a4a8e4bf2201fe79,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,kを引く,kを引き
expr-candidate-8e4f31f96572f15e8ba0830f3da0f086f96de34860b1420ff3baa061e051c4a0,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,kを減らす,kを減らして
expr-candidate-47d23083f110fa14ecbc3e6f67c3626012a1f376ea2289ffc15660ec5b89575a,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,kをひく,kをひいて
expr-candidate-9cb2fa9b39c2d5b498c3a7d86f03d88c35588d5300132fb4bb98c4a97b9fcca3,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,kを差し引く,kを差し引いて
expr-candidate-07f458a86983f87212a8d472da9fb5c251c89c0b8bc616579ae128c9117f1d9b,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各項目からkをひく,各項目からkをひいて
expr-candidate-1cb5945cc6c31e6db883e75fa1e58b88a34a7ca7c5c6f0576505433466a717e7,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各データからkをひく,各データからkをひいて
expr-candidate-42277697cd739eb91ab2d6abd077651c2f0c16fa7a7cea324c706b7edd90ffd8,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各値からkをひく,各値からkをひいて
expr-candidate-8aa9129fde3000cf9d5797496db26b21ba69d289fadf4f4e89cae331d7cf2337,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各値からkを減らす,各値からkを減らして
expr-candidate-c0a08e2b826d99fd66edc05a21d7cdc3735f8eabe23749253650e85fd9ae4cb2,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各項目からkを減らす,各項目からkを減らして
expr-candidate-fd94c79cc2208a1f6d187d0d3b58b2acfe82cefdfef632526bc4722109901c22,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各数値からkを減らす,各数値からkを減らして
expr-candidate-13c5c14a47efa959eebb2f130abd75517e3288016111078299a85016dd99a916,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各値からkを除く,各値からkを除いて
expr-candidate-16e22a6b7b92ea6b5e753f43a1a31dba7cc5109b8a14c741b5e462f008327e71,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各数値からkを差し引く,各数値からkを差し引いて
expr-candidate-a57c936722020914e90b318699be2dc4bffb0c38f3109249b19bcb7a7ceea71e,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各項目からkを差し引く,各項目からkを差し引いて
expr-candidate-a5c3da98de97c32819c46e1ae6b9cb4e59e8fc31683ff6b7ccc1bc33d9cdd1ca,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各値からkを差し引く,各値からkを差し引いて
expr-candidate-a7affdaea615efa4d8f43fe256ee2ac72db9914a12b32a0a7f441f7cfcca344c,atomic-000012,"{""map"":[""sub_k""]}",各要素からkを引く,リストの全要素をx-kへ変換する。k-xへ変えない。,各データからkを差し引く,各データからkを差し引いて
expr-candidate-0664db478211e30277a2a2dbd83f49fd82aaf6493257668b637b5f9743ebaeba,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,すべての要素をk倍する,すべての要素をk倍して
expr-candidate-1f2e314575ec94a3c3a2693eb8bd79f115dbde37fde7a702d26a9fa4d1591e70,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各項目にkを掛ける,各項目にkをかけて
expr-candidate-6aaaf206270ac6ce296de0cb2997e98a585e25c5d1f897d181b7803b981c19f7,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,要素毎にkを乗じる,要素毎にkを乗じて
expr-candidate-6f37849727c59bb7392d87ab4ce3e6d628f97ac26ed04a9394c9d64eec8a2140,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各要素にkをかける,各要素にkをかけて
expr-candidate-e07d202bb4aa7801318654de2c3d463343352a4c36763e7a15b6c67d8c1ff578,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各値にkを乗算する,各値にkを乗算して
expr-candidate-fe863c9d26dfc3e17c6b22a2f84facd28aa475c3b7c370e535ce5e2b303ea928,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,それぞれの項目にkを掛け算する,それぞれの項目にkを掛け算して
expr-candidate-8ccb21a03430a1a7d4ce77ef85f8acb0a513cc5741511202184b5869ae6a7a50,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各要素にkを掛ける,各要素にkを掛けて
expr-candidate-dad8a9607b8537d009f0b6297f1b5185b8e5672c83dca0fb3661e148e156f42b,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,項目ごとにkをかける,項目ごとにkをかけて
expr-candidate-0acda429c32e4bc1e288b3a1de757cfd8efc5083d572c47a3d3376898923e177,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,全ての項目にkを乗じる,全ての項目にkを乗じて
expr-candidate-134f05be9789d8ba29f4ae97b016a8e3e8c52c2ad3f41416618fd1c6ee8e351b,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,全ての要素にkをかける,全ての要素にkをかけて
expr-candidate-97a2357d39752256132c7029ae36d7404928655eded2c43070a577ef1490c202,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各項目にkを乗じる,各項目にkを乗じて
expr-candidate-ba887dfb2ba74560079e2edcb55f9fa98d5cd78cef483438395a2590fee81047,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,すべての値にkを乗算する,すべての値にkを乗算して
expr-candidate-d5b68e25c4469ce01cd89dfc6de9aba383897580d7a5669d2bd3b60a49d58f40,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各要素にkをかけさせる,各要素にkをかけさせ
expr-candidate-d946e2ac420af9056abf0ce8f888a716dafa6bf2ab21159bf2f830b7ef240a76,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各値にkを掛ける,各値にkをかけて
expr-candidate-fb4a4c70db1a8893a7f780b3a9f962a33e166b8f84d4b925393b72f443547963,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,すべての項目にkを乗じる,すべての項目にkを乗じて
expr-candidate-2271b08baf719bbb359659dbc70e1cacbc32be611eba597fa66bca27a7356633,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各データにkを乗じる,各データにkを乗じて
expr-candidate-2385b3be1910809ad2d24c20f7fb006934d5f4e41a462c0af3ad9a9a5867441e,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,すべての要素にkをかける,すべての要素にkをかけて
expr-candidate-45afb9664c285c68eddc5896c599da70ae8107b3edbfe0d70c38acfb305eb932,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各値にkを乗じる,各値にkを乗じて
expr-candidate-5278a127750337f4a95fd5dc8e4b0f6a4d17d2126369fd0471e2d7152680df8b,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,すべての項目にkをかける,すべての項目にkをかけて
expr-candidate-64c437d2c8cf6d6d352505102f6261136ae639d2b23b5351f552aa8582ef1258,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,個々の要素にkを乗算する,個々の要素にkを乗算して
expr-candidate-6f0a3f1131db004160561bafaf2aa5cbda468c4141b744ebf9596ee48025da7b,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各数にkを乗じる,各数にkを乗じて
expr-candidate-9c67926695ee136ed3ef0df8f5fcaaa773690614bec296e9e51f1dfe0686d507,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,すべてのデータにkを乘じる,すべてのデータにkを乗じて
expr-candidate-2bc647d89b6ae311d37f8785a58d59b9193a5822baa9246ae837e44a83c35ccf,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各項目にkをかける,各項目にkをかけて
expr-candidate-6029050c716c40f422047f4944864071537107fb73c568b332280fe1abd19ad3,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各数値にkをかける,各数値にkをかけて
expr-candidate-8eeb612b221ded8f82da48bf74884521576145618e19517261a894c1480df848,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各数にkをかける,各数にkをかけて
expr-candidate-d2d75c6edd3e7af166333fa306d8f11faf308c57434e101bf72ff5c55a8fb9dd,atomic-000013,"{""map"":[""mul_k""]}",各要素にkを掛ける,リストの全要素をx*kへ変換する。,各値にkをかける,各値にkをかけて
expr-candidate-0fbdfda27be9e7d5008c9235e0dda991fc1721450e17e1f7e552f815f73fa746,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,すべての値を2倍する,すべての値を2倍して
expr-candidate-4d716ed7143b7923cc053a8072826454acc0af185b58f29fed930c1c318f7a77,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,数列の全ての数を2倍する,数列の全ての数を2倍して
expr-candidate-648ec8d8a68dafde5cade8472d557f4dea236bf7f5172770eedea2f98c5d24a1,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,全ての項目を2倍する,全ての項目を2倍して
expr-candidate-64fe4ff94c1588df8ae6cea836330ce586d96585ef61b0b55bce43046c8eb587,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,各要素を2倍にする,各要素を2倍にして
expr-candidate-a2b248af2ef0565c2010317de136f53f0bd11b5d25abe4019efdaa37cae48e2f,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,要素全てを2倍する,要素全てを2倍して
expr-candidate-de3064791a97a24d01d3464de7abb9422edc2484e7dc6282254c2c9f7b90480c,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,すべての数を2倍させる,すべての数を2倍して
expr-candidate-ea2e2883d2eeb4cee2844d0e521d68a3b993c46137a5f5931eb53419d33799ad,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,全体を2倍する,全体を2倍して
expr-candidate-ff2a882f3e259e75a77df4f44a9f8294db138b34803e79eaa69a6381e27d0e07,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,各数を2倍する,各数を2倍して
expr-candidate-383fc50e012c8aac78d58fd9721fd885d3b140bb8ee594bbd2536340973e3ea6,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,すべてのデータを2倍にする,すべてのデータを2倍にして
expr-candidate-3b64b1cc7b8d6375d93279bc28dcfe430dee83072b3c3fa69ef26370e77d62d3,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,各数を2倍にする,各数を2倍にして
expr-candidate-3da6447583e9476f78e48cb980444cfdd81e0dae2d41a5ec0775ba8879cb7de2,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,数列の各元を2倍にする,数列の各元を2倍にして
expr-candidate-7d0039958c2fe81ffe452e2516908cb3e9149d2e69e6e612e7a9e110e91d7606,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,すべての項目を2倍にする,すべての項目を2倍にして
expr-candidate-a9adca96fa1d18238012cb4720a973ce364e4bfb3931e2019970f6201cdacb3a,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,数列の全ての要素を2倍にする,数列の全ての要素を2倍にして
expr-candidate-cbbc089f7c7e3b2a265ebe7eedc69711aafdf040523ee998411580a08a53b3e9,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,全ての値を2倍にする,全ての値を2倍にして
expr-candidate-e75471ba803217058e0a0d3650eee558b9b1eae66a0aed88d61a2e7b9da86a34,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,全ての数を2倍にする,全ての数を2倍にして
expr-candidate-f8ac781787695d8ee36da0aa041c84d6ecd3bad9614a39728748d3cde5f0f343,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,要素すべてを2倍にする,要素すべてを2倍にして
expr-candidate-7a1c7f69206311412f2cab05feacfb8b1dabc6d87b1c12b9f22474873717e048,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,数を2倍にする,数を2倍にして
expr-candidate-105ab0cc0f0db80a6d434908aad64c92313bb01ddffe5cd124f56cf40d43c3fe,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,要素を2倍する,要素を2倍して
expr-candidate-11982902dbd7a912cb1704b747385e7e7a6b696580ad2811387bdbb450d3c465,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,項目を2倍する,項目を2倍して
expr-candidate-63d1ef3e2a3e075b7dfefa63d8ba26773f94a12f89808762516b6470ecfb5086,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,元を2倍する,元を2倍して
expr-candidate-c5a2c11e8988afc2ba190bcc781270a038a7bc685f823521c6a53b767fe749ec,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,データを2倍する,データを2倍して
expr-candidate-e9ca97d49c3d3165d46b068e7d48dc322ed62e2709cd615194310d295f330987,atomic-000014,"{""map"":[""mul_const"",2]}",各要素を2倍する,リストの全要素を2倍する。k倍や3倍へ変えない。,値を2倍する,値を2倍して
expr-candidate-1d145a16ac11b282097772749a1a3a47a9ff21aecaf8781c05d4a3995aed8cae,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,要素を三倍する,要素を三倍して
expr-candidate-2baae54a37e707574bbd8ecacee31b43eb0febf8524ff17f5bb6d7db1e330994,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべてを三倍する,すべてを三倍して
expr-candidate-373f07e7873c47832f8fd30497e0d70e7fea18d4911f18c5b2e957a652dd23ca,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,全部を三倍する,全部を三倍して
expr-candidate-3beb2ea968efa5b0ea534f50c76386dec50005c8e3058688dcbde90ad3ad030a,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべてのデータを三倍する,すべてのデータを三倍して
expr-candidate-49102d5cdaabd9b141add7ba270f133d9605a58e48eafbead908424ac8147602,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,それぞれを三倍する,それぞれを三倍して
expr-candidate-78d2791faaa5d863bf9e18958fed09904d20128fa3816f59c4845de574b1c40e,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての数を三倍する,すべての数を三倍して
expr-candidate-81d4bd214422295c55cfb6117f71a332b93fd06332f7d7c498c0b712727a8edc,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各数字を三倍する,各数字を三倍して
expr-candidate-8832f3992d28d5f29491262cf3de499b1f7107e088cdb7a8499818613539418f,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,全てを三倍する,全てを三倍して
expr-candidate-99a2507f60ba2a2dd147654915dca59013965bd591297a8fc9e00aa634284d84,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各要素を三倍する,各要素を三倍して
